name,current_bid,opening_bid,estimate_bid,buy_it_now,end_time,description,images,url,commission,vat_rate,has_buy_it_now,has_estimate,has_current_bid,has_opening_bid
AS NEW RUCKUS ZONEDIRECTOR 1200 WIRELESS CONTROLLER (P/N: 901-1205-UK00).,40,45,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:20 GMT",As new Ruckus ZoneDirector 1200 Wireless Controller (P/N: 901-1205-UK00).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/ddd62e8c-0b33-49a1-a6f9-b28101043381.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-319f8507-5bab-455b-9e2c-b28000e615f5,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW POLY SAVI 8210 UC USB-A HEADSET (P/N: 209213-02).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:20 GMT",As new Poly Savi 8210 UC USB-A Headset (P/N: 209213-02).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/df72902f-40cc-4265-a461-b2810104344a.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-1daa376e-66a4-4050-9341-b28000e61679,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:21 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/e51a18fe-c7af-4ada-b7c9-b28200c4dd18.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-8d320acb-38d5-41f5-8005-b28000e616d8,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:21 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5a103c12-7d5c-4e40-81fa-b28200c4e4ce.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3ee2d2a6-31c9-4c83-b2a8-b28000e6176a,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:21 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/80c24abe-d029-42b3-9cef-b28200c4ec62.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-ca989ee3-e921-4819-b8f2-b28000e617e1,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,No Bid,Unknown,Unknown,Unknown,Unknown,Unknown,[],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-558ba0e8-83bd-40f3-9db6-b28000e6186f,0,0,,,,
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:22 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/ddbc4daf-baaa-4633-a0a1-b28200c4fc86.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-f4e4e345-7b07-46cf-b47f-b28000e618fd,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW WEIDMÜLLER IE-SW-BL05-5TX UNMANAGED NETWORK SWITCH (EAN: 4050118028737).,None,10,10 GBP - 20 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:23 GMT",As new Weidmüller IE-SW-BL05-5TX Unmanaged Network Switch (EAN: 4050118028737).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/a419974f-4451-46be-bbc1-b28101043c1e.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5b6bafbd-a978-44e3-9552-b28000e61bc6,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW WEG SSW07 61A 220-575V SOFT STARTER MOTOR CONTROLLER (EAN: 7894171148042).,No Bid,Unknown,Unknown,Unknown,Unknown,Unknown,[],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-723afd2c-590a-4bef-a02f-b28000e54ec8,0,0,,,,
"AS NEW ELO 1790L 17"" OPEN-FRAME LCD TOUCHSCREEN MONITOR (P/N: E330225 EAN: 815335025969).",No Bid,Unknown,Unknown,Unknown,Unknown,Unknown,[],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-6017cffb-e828-44c5-bb2c-b28000e54f35,0,0,,,,
"AS NEW NUVO 9160GC POE RUGGEDIZED AI COMPUTER (I5-12500TE, DDR5-16GB-WT48-1K) (BOX SEALED).",None,300,300 GBP - 360 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:25 GMT","As new Nuvo 9160GC PoE Ruggedized AI Computer (I5-12500TE, DDR5-16GB-WT48-1K) (Box sealed).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5a5f7cf9-1126-46cc-a878-b281010441c4.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-6a3b5df5-aaed-4240-bac8-b28000e61f7a,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED APPLE IPHONE SE 2 A2296 64GB IN BLACK (BATTERY HEALTH 94%) (HTTPS://WWW.CHECKMEND.COM/UK/V,30,35,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:26 GMT",Pre-owned Apple iPhone SE 2 A2296 64GB in Black (Battery health 94%) (https://www.checkmend.com/uk/verify/CM20663405-22160).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/a995524d-fb6d-4097-8622-b28101044256.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/bffe25cf-7cdb-4df3-8e6e-b28200ac442d.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/a995524d-fb6d-4097-8622-b28101044256.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/bffe25cf-7cdb-4df3-8e6e-b28200ac442d.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-09e3cdc5-42be-457f-96c1-b28000e61ffd,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED APPLE IPHONE 14 PRO A2650 512GB IN SPACE BLACK (BATTERY HEALTH 88% - FACE ID FAULT) (CHECK,55,60,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:26 GMT",Pre-owned Apple iPhone 14 Pro A2650 512GB in Space Black (Battery health 88% - Face ID Fault) (Checkmend report available on request).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/53d4503b-fb4d-4b48-979c-b28200aa3c0e.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/e12918f7-1866-4c35-898b-b281010442e4.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/47212c45-459d-41f8-b118-b28200aa3bcc.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/53d4503b-fb4d-4b48-979c-b28200aa3c0e.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/e12918f7-1866-4c35-898b-b281010442e4.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/47212c45-459d-41f8-b118-b28200aa3bcc.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3cc53a96-af3e-472e-ae6a-b28000e62070,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED APPLE IPHONE 14 PRO MAX A2894 256GB IN SPACE BLACK (BATTERY HEALTH 87%) (CHECKMEND REPORT,65,70,55 GBP - 75 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:26 GMT",Pre-owned Apple iPhone 14 Pro Max A2894 256GB in Space Black (Battery health 87%) (Checkmend report available on request).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/e8e86f7b-a738-4761-8117-b28200aa1681.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/1cd9a034-d022-41b1-8dcf-b2810104437d.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9815f8c4-9f2e-42f8-bb07-b28200aa16c8.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/e8e86f7b-a738-4761-8117-b28200aa1681.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/1cd9a034-d022-41b1-8dcf-b2810104437d.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9815f8c4-9f2e-42f8-bb07-b28200aa16c8.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-d276bf67-0141-42af-a6ec-b28000e620ef,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED APPLE IPHONE 14 PRO MAX A2894 256GB IN SPACE BLACK (BATTERY HEALTH 84%) (CHECKMEND REPORT,55,60,55 GBP - 75 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:26 GMT",Pre-owned Apple iPhone 14 Pro Max A2894 256GB in Space Black (Battery health 84%) (Checkmend report available on request).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/720d4007-afbf-4b28-add4-b28200a96977.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/eed66448-cab3-4331-8b2c-b281010443ff.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9981ad2b-8837-4f93-bbcf-b28200a96950.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/720d4007-afbf-4b28-add4-b28200a96977.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/eed66448-cab3-4331-8b2c-b281010443ff.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9981ad2b-8837-4f93-bbcf-b28200a96950.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-fc6e32ff-d5db-43c0-b895-b28000e62170,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED APPLE IPHONE 12 A2403 64GB IN WHITE (BATTERY HEALTH 100%) (CHECKMEND REPORT AVAILABLE ON R,50,55,50 GBP - 70 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:27 GMT",Pre-owned Apple iPhone 12 A2403 64GB in White (Battery health 100%) (Checkmend report available on request).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5e29550a-b365-44b6-9518-b28200a94a6b.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/cf09e678-9541-4077-a1f1-b28101044486.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9d546b9e-78a8-4007-98fc-b28200a94a27.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5e29550a-b365-44b6-9518-b28200a94a6b.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/cf09e678-9541-4077-a1f1-b28101044486.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/9d546b9e-78a8-4007-98fc-b28200a94a27.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-35933909-5a25-4de5-a0f3-b28000e621fd,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED IPAD AIR 4TH GEN (WI-FI ONLY/A2316) 64GB IN SKY BLUE (BATTERY HEALTH 93%) (S/N: FRNJP0D7Q1,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:29 GMT",Pre-owned iPad Air 4th Gen (Wi-Fi Only/A2316) 64GB in Sky Blue (Battery health 93%) (S/N: FRNJP0D7Q16Q).,"['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/f085b082-96d0-45e5-8396-b28200a90f87.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/af10a3c6-73c5-4814-9db1-b28101044865.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/02cce087-e4fd-4240-bd57-b28200a90f3d.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/f085b082-96d0-45e5-8396-b28200a90f87.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/af10a3c6-73c5-4814-9db1-b28101044865.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/02cce087-e4fd-4240-bd57-b28200a90f3d.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-262d02c7-4f2a-4175-805d-b28000e625fa,25.00,20.00,,TRUE,TRUE,TRUE
"PRE-OWNED APPLE IPAD PRO 12.9"" (WI-FI ONLY - 3RD GEN) 256GB IN SILVER (BATTERY HEALTH 87%) (S/N: DLX",40,45,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:29 GMT","Pre-owned Apple iPad Pro 12.9"" (Wi-Fi Only - 3rd Gen) 256GB in Silver (Battery health 87%) (S/N: DLXZL2K0K7RH).","['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5c480122-df72-462e-83d5-b28200a8ccc7.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/c1851b85-4242-4c20-b396-b28101044918.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/4c144dea-4580-4ca4-99f3-b28200a8ccf4.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/5c480122-df72-462e-83d5-b28200a8ccc7.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/c1851b85-4242-4c20-b396-b28101044918.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/4c144dea-4580-4ca4-99f3-b28200a8ccf4.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5635be9c-b3ed-456b-a6f8-b28000e6265d,25.00,20.00,,TRUE,TRUE,TRUE
"PRE-OWNED APPLE IPAD 10.2"" 8TH GEN (WI-FI ONLY) 32GB IN GOLD (BATTERY HEALTH 92%) (S/N: DMQDQ09JQ1GF",None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:29 GMT","Pre-owned Apple iPad 10.2"" 8th Gen (Wi-Fi Only) 32GB in Gold (Battery health 92%) (S/N: DMQDQ09JQ1GF).","['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/b35e0e99-81de-49e3-8944-b28200a8adb4.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/a3a5d4cd-56e6-475b-85a1-b281010449a7.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/13501fcc-fdaf-4769-a05e-b28200a8ad2c.jpg?w=540&h=360', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/b35e0e99-81de-49e3-8944-b28200a8adb4.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/a3a5d4cd-56e6-475b-85a1-b281010449a7.jpg?w=80&h=80', 'https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/13501fcc-fdaf-4769-a05e-b28200a8ad2c.jpg?w=80&h=80']",https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-79711323-45e3-4e36-942a-b28000e626ea,25.00,20.00,,TRUE,TRUE,TRUE
